city,year,weekofyear,total_cases,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,Month,TempRange,Vegetation,X1,X2
sj,1992,37,65,9/9/92,0.123975,0.1768,0.2357429,0.2148286,21.34,299.7271429,299.7571429,295.9371429,302.2,298.2,87.2,79.93,21.34,17.35285714,2.028571429,28.02857143,6.542857143,32.2,23.9,23.6,9,4,0.7513465,-35.60925522,1.437419143
sj,1992,38,74,9/16/92,0.0519,0.07226667,0.1775714,0.1588143,41.32,299.9785714,300.0714286,296.1114286,302.2,298.4,32.6,79.52571429,41.32,17.54142857,2.342857143,28.14285714,7.085714286,32.8,23.9,28.9,9,3.8,0.46055237,-35.44051253,1.583657604
sj,1992,39,70,9/23/92,0.1435,0.1435,0.1984,0.2122714,95.55,299.2928571,299.3785714,296.2814286,301.4,297.9,116.79,83.7,95.55,17.75142857,2.042857143,27.55714286,7.242857143,32.8,23.3,60.9,9,3.5,0.6976714,-36.47035013,2.107398126
sj,1992,40,61,9/30/92,0.1972,0.12715,0.1581333,0.09435,97.7,299.6242857,299.7071429,296.13,302.3,297.6,34.2,81.29714286,97.7,17.60428571,2.3,27.97142857,7.228571429,33.3,23.3,22.6,9,4.7,0.5768333,-35.85362037,2.05557649
sj,1992,41,53,10/7/92,0.137225,0.10745,0.1771857,0.1911,23.1,300.2671429,300.3285714,296.4242857,302.8,298.3,19.4,79.73714286,23.1,17.89714286,3.257142857,28.88571429,7.8,35,23.9,0,10,4.5,0.6129607,-34.99735228,1.737636628
sj,1992,42,76,10/14/92,0.3371,0.1979,0.1945857,0.1832286,18.95,300.1185714,300.2285714,295.8928571,302.6,297.7,11.3,77.83428571,18.95,17.30857143,2.971428571,29.15714286,7.114285714,33.3,25,8,10,4.9,0.9128143,-34.90547106,1.780923191
sj,1992,43,61,10/21/92,-0.0156,0.0312,0.1042167,0.1129833,12.18,299.8485714,299.9142857,295.6457143,301.6,298.4,21.5,77.87571429,12.18,17.04428571,2.514285714,28.65714286,7.457142857,32.8,23.9,11.9,10,3.2,0.2328,-34.81428262,1.877725146
sj,1992,44,57,10/28/92,0.1242,0.1254,0.1156,0.1124286,80.58,299.8028571,299.8428571,295.8057143,302.3,297,25,78.91,80.58,17.24714286,3.028571429,28.67142857,7.285714286,33.3,23.9,18.6,10,5.3,0.4776286,-35.35672529,2.317378881
sj,1992,45,44,11/4/92,0.0866,0.1209667,0.2244429,0.2498571,64,299.8071429,299.85,296.27,301.5,298.5,27.7,81.05285714,64,17.73,2.071428571,28.38571429,7.7,33.3,22.2,14.2,11,3,0.6818667,-35.16227565,2.359949178
sj,1992,46,34,11/11/92,0.118,0.1422,0.08945,0.0668,40.06,299.0414286,299.2071429,295.0742857,300.9,297.4,31.72,79.01285714,40.06,16.48142857,2.414285714,27.54285714,6.842857143,31.7,22.8,161,11,3.5,0.41645,-35.925882,3.225899814
sj,1992,47,47,11/18/92,0.0764,0.05613333,0.1343714,0.06401429,43.44,298.3428571,298.2857143,294.6528571,300.6,296.6,49.97,80.25571429,43.44,16.06714286,1.828571429,26.68571429,7,31.1,22.2,26.1,11,4,0.33091902,-34.92026348,2.514670683
sj,1992,48,60,11/25/92,0.0971,0.1026333,0.1617143,0.1198286,47.42,298.6642857,298.7428571,296.0414286,301.1,296.9,128.1,85.58714286,47.42,17.52857143,2,27.4,6.771428571,32.8,23.3,46.3,11,4.2,0.4812762,-35.80516142,2.69815896
sj,1992,49,60,12/2/92,0.1083,0.074125,0.1750667,0.15275,53.73,298.46,298.55,295.2528571,300.6,297,54.8,82.64857143,53.73,16.67857143,1.928571429,26.62857143,7.242857143,31.1,22.2,62.6,12,3.6,0.5102417,-35.22012349,2.849435229
sj,1992,50,53,12/9/92,0.0547,0.1099,0.1981571,0.2159667,86.28,298.7342857,298.9142857,294.65,300.5,297.5,19.23,78.31142857,86.28,16.02428571,2.114285714,26.91428571,7.185714286,31.1,22.2,9.4,12,3,0.5787238,-34.88070107,2.82993113
sj,1992,52,31,12/23/92,-0.01008,0.06821667,0.0869,0.0733125,0,297.1728571,297.35,292.8,299.1,296.1,23.8,76.75714286,0,14.32428571,1.928571429,25.91428571,6.485714286,29.4,21.7,5.5,12,3,0.21834917,-33.92045623,3.030736396
sj,1993,1,32,1/8/93,0.02835,0.04366667,0.07865714,0.04645714,46.79,297.4671429,297.55,294.15,299.4,296.1,41.9,81.87857143,46.79,15.52,1.9,25.87142857,6.5,30.6,21.7,28,1,3.3,0.19713095,-34.24338111,3.416647938
sj,1993,2,28,1/15/93,0.03006667,0.03785,0.1318857,0.1092,0,297.3314286,297.3428571,293.0685714,299.2,296.2,27.5,77.14428571,0,14.46714286,1.714285714,24.5,7.042857143,28.3,20.6,23.5,1,3,0.30900237,-33.6531943,3.569494219
sj,1993,4,33,1/29/93,0.06613333,0.05705,0.1303667,0.1473833,0,296.9671429,297.1285714,292.8414286,299.2,295.5,21.8,77.86285714,0,14.30714286,2.085714286,24.4,6.1,28.9,20,15.2,1,3.7,0.40093333,-33.53014302,3.679373677
sj,1993,5,35,2/5/93,0.047425,0.02253333,0.09238571,0.09468571,75.97,297.6242857,297.6857143,294.0328571,300.4,295.6,26.3,80.61,75.97,15.45285714,2.085714286,26.67142857,7.642857143,31.7,19.4,9.4,2,4.8,0.25702975,-34.22512701,3.823465271
sj,1993,6,22,2/12/93,0.2738,0.0558,0.2020857,0.2047857,0,296.5942857,296.8,292.8714286,299.7,294.7,14.3,79.82571429,0,14.38571429,2.342857143,25.42857143,6.742857143,30,20.6,2.1,2,5,0.7364714,-33.36456862,3.870433204
sj,1993,7,13,2/19/93,0.1108667,0.173375,0.2375143,0.2274143,14.71,297.76,297.9714286,293.3428571,299.6,296.4,7.2,76.53285714,14.71,14.75285714,2.485714286,26.27142857,8.1,31.7,20.6,2.8,2,3.2,0.7491703,-33.38373916,4.006220517
sj,1993,9,21,3/5/93,0.1744667,0.1338,0.1584833,0.1399167,0,297.0142857,297.2428571,291.9114286,299.7,295.2,1.8,73.22571429,0,13.49428571,2.8,25.57142857,8.157142857,30,21.1,2.3,3,4.5,0.6066667,-33.16819934,4.052241732
sj,1993,10,17,3/12/93,0.09403333,0.214,0.2035714,0.2538286,0,296.4257143,296.6428571,290.7757143,298.9,294.1,2.7,70.64571429,0,12.58285714,2.485714286,24.9,7.614285714,29.4,19.4,2.5,3,4.8,0.76543333,-33.10640903,4.123809901
sj,1993,11,11,3/19/93,-0.0411,-0.0436,0.1725333,0.1717714,9.68,297.8557143,298.0142857,293.6928571,300.4,295.5,10.5,77.78428571,9.68,15.06428571,2.685714286,26.92857143,8.471428571,33.3,21.1,0.5,3,4.9,0.2596047,-33.06581477,4.261696736
sj,1993,12,8,3/26/93,0.03225,0.10315,0.1850143,0.2041857,27,297.5857143,297.6714286,293.2228571,299.8,296.3,13,76.84857143,27,14.64857143,2.257142857,26.14285714,7.528571429,31.1,20.6,12.8,3,3.5,0.5246,-33.09171007,4.468460709
sj,1993,13,8,4/2/93,0.1194,0.08853333,0.1404714,0.1174286,0,297.34,297.4428571,293.8128571,299.4,295.7,20.27,80.79571429,0,15.2,2.142857143,26.88571429,7.628571429,32.8,22.2,4.1,4,3.7,0.46583333,-32.88674505,4.391783655
sj,1993,15,6,4/16/93,-0.0158,0.01885,0.068,0.0834,19.74,298.0128571,298,294.0657143,300.1,295.9,23.2,78.96142857,19.74,15.5,3.057142857,27.07142857,7.785714286,33.3,22.2,11.7,4,4.2,0.15445,-32.74856448,4.677252054
sj,1993,16,7,4/23/93,0.0828,0.0788,0.1334571,0.1317,114.85,297.5285714,297.7428571,294.0728571,300.1,294.5,63.49,81.27142857,114.85,15.48857143,2.771428571,25.87142857,7.442857143,31.1,21.7,8.4,4,5.6,0.4267571,-32.86095455,6.238197759
sj,1993,18,17,5/7/93,0.07965,0.06415,0.1547429,0.1291571,37.35,298.1528571,298.1857143,295.26,300.1,296.9,40.7,84.08142857,37.35,16.65857143,1.857142857,26.94285714,6.271428571,32.2,22.2,114.3,5,3.2,0.4277,-32.45826557,5.562814043
sj,1993,19,10,5/14/93,0.07305,0.052,0.1074857,0.1070286,34.9,297.6714286,297.6928571,294.8471429,300.4,296.1,142.4,84.52142857,34.9,16.26714286,2.5,26.47142857,6,31.1,22.8,18.3,5,4.3,0.3395643,-32.18762267,5.807803207
sj,1993,20,10,5/21/93,0.1769,0.0901,0.1792,0.1866833,14.84,298.6042857,298.7214286,295.3242857,301.2,296.4,55.67,82.43571429,14.84,16.85714286,2.214285714,28.22857143,7.228571429,33.9,23.3,4.6,5,4.8,0.6328833,-32.13088396,5.158059934
sj,1993,21,18,5/28/93,0.01645,0.10485,0.05147143,0.0644,78.17,299.3642857,299.3785714,296.6757143,301.8,297.6,100.2,85.39857143,78.17,18.18571429,2.271428571,28.94285714,7.228571429,33.9,23.3,32.1,5,4.2,0.23717143,-32.28473622,6.259038962
sj,1993,22,19,6/4/93,0.00305,0.0506,0.1981857,0.1761,62.2,298.8442857,298.9142857,296.4514286,301.4,297.3,93.2,86.9,62.2,17.95142857,1.914285714,27.64285714,5.885714286,31.1,22.8,58.3,6,4.1,0.4279357,-32.15381457,6.191541397
sj,1993,25,12,6/25/93,0.0374,0.1399667,0.1681714,0.1343571,93.75,299.5214286,299.4928571,296.2942857,301.8,297.5,74,82.60857143,93.75,17.71285714,1.957142857,27.34285714,6.971428571,33.3,22.2,60.4,6,4.3,0.4798952,-32.16475273,6.587250971
sj,1993,26,21,7/2/93,0.1237667,0.1522,0.2154143,0.2187714,8.49,299.7042857,299.8428571,296.51,301.6,298.2,27.5,82.83285714,8.49,17.92285714,2,28.84285714,5.871428571,32.8,25,7.2,7,3.4,0.7101524,-31.05572151,5.83512256
sj,1993,27,18,7/9/93,0.0689,0.09593333,0.1463429,0.1590429,37.28,299.5671429,299.6285714,296.03,301.6,297.5,72.8,81.14857143,37.28,17.40714286,1.885714286,28.24285714,6.842857143,32.8,24.4,21,7,4.1,0.47021913,-31.40879995,6.22835706
sj,1993,28,16,7/16/93,0.0375,0.09203333,0.1833571,0.2203714,73.94,299.5842857,299.7071429,296.0557143,301.9,297.7,67.7,81.21571429,73.94,17.46,2.5,27.88571429,6.528571429,32.2,22.2,92.2,7,4.2,0.53326183,-31.90944909,6.705795443
sj,1993,29,16,7/23/93,0.1204,0.1826,0.1665857,0.1923714,4.81,299.8914286,299.9642857,295.94,302,298.3,29.4,79.15,4.81,17.31714286,2.471428571,28.5,7.257142857,33.3,24.4,13,7,3.7,0.6619571,-30.72192233,6.166645464
sj,1993,30,22,7/30/93,0.08285,0.10608,0.12255,0.1236,78.03,299.2371429,299.2642857,296.5928571,301.3,298,109,85.55142857,78.03,18.03428571,1.757142857,27.94285714,6,32.2,22.2,71.4,7,3.3,0.43508,-31.85889944,6.880752551
sj,1993,32,25,8/13/93,0.1016,0.1401,0.2187,0.1692571,7.25,300.1214286,300.35,296.5614286,302,298.7,21.8,81.01285714,7.25,17.98857143,2.328571429,29.02857143,6.257142857,32.8,25,18.1,8,3.3,0.6296571,-30.49262402,6.455765563
sj,1993,33,23,8/20/93,0.0969,0.04966667,0.1970714,0.1632857,106.83,299.67,299.7714286,296.5128571,302.3,297.8,62.7,83.07571429,106.83,17.95285714,2.228571429,29.41428571,6.428571429,33.9,24.4,12.7,8,4.5,0.50692377,-31.6235581,7.316118503
sj,1993,34,12,8/27/93,0.10885,0.24925,0.2105714,0.2159143,1.36,299.9185714,299.9857143,296.49,302.1,297.9,26.9,81.72714286,1.36,17.91714286,2.314285714,28.97142857,7.614285714,33.3,24.4,17.1,8,4.2,0.7845857,-30.27684881,6.582047898
sj,1993,35,25,9/3/93,0.0979,0.1581,0.1638571,0.1509143,30.85,299.9757143,300.0357143,296.1071429,302,298.5,34.4,79.62857143,30.85,17.52714286,2.185714286,28.65714286,7.328571429,32.8,24.4,28.8,9,3.5,0.5707714,-30.51239291,6.891712071
sj,1993,36,28,9/10/93,0.1121,0.0688,0.0596,0.05133333,43.26,299.7614286,299.8571429,296.1285714,302.6,298.2,42.1,80.68428571,43.26,17.56142857,2.171428571,28.42857143,7.885714286,32.8,23.3,43.4,9,4.4,0.29183333,-30.66126337,7.10649454
sj,1993,37,27,9/17/93,0.1199,0.0971,0.2044429,0.1865857,14.42,299.6728571,299.7857143,296.2914286,301.9,298.3,50,81.79428571,14.42,17.70428571,1.942857143,28.6,7.371428571,32.8,23.9,23.1,9,3.6,0.6080286,-30.18879924,7.001583473
sj,1993,38,18,9/24/93,0.0054,0.063525,0.1392833,0.1168857,71.36,300.0671429,300.1428571,296.4614286,302.4,298.2,57.9,80.90142857,71.36,17.95285714,2.685714286,28.15714286,6.928571429,32.8,23.3,8.7,9,4.2,0.325094,-30.9189864,7.502056887
sj,1993,39,23,10/1/93,0.034,0.0517,0.0726,0.09423333,72.86,299.8857143,299.9428571,296.6514286,302.1,298.4,76,82.61,72.86,18.12,2.171428571,28.28571429,6.985714286,32.8,23.9,26.7,10,3.7,0.25253333,-30.96448692,7.598081359
sj,1993,40,23,10/8/93,0.1213,0.0705,0.1886286,0.1652714,27.62,299.5914286,299.6071429,296.6328571,301.1,298.2,55.36,83.84142857,27.62,18.10428571,1.671428571,28.01428571,7.5,33.3,23.3,16.8,10,2.9,0.5457,-30.1190399,7.350223116
sj,1993,41,29,10/15/93,0.1317,0.0645,0.20515,0.1731857,8.01,299.9571429,300.0428571,296.4257143,301.8,298.7,35.8,81.10285714,8.01,17.86,1.942857143,28.4,6.985714286,32.2,24.4,27,10,3.1,0.5745357,-29.76540103,7.392621537
sj,1993,43,36,10/29/93,0.117,0.1143,0.2702,0.1092667,70.07,299.7885714,299.7214286,296.1142857,301.5,298.1,57.6,80.39857143,70.07,17.55571429,1.957142857,28.07142857,7.142857143,32.8,23.9,25.4,10,3.4,0.6107667,-30.55566153,7.83404991
sj,1993,45,46,11/12/93,-0.1589,0.0493,0.08248333,0.1696,0,299.2285714,299.35,295.2985714,300.9,297.8,25.6,79.03714286,0,16.66285714,2.271428571,27.64285714,7.728571429,32.8,23.3,6.7,11,3.1,0.14248333,-29.28154161,7.747439886
sj,1993,46,31,11/19/93,0.17315,0.013825,0.17535,0.1117429,12.5,298.8457143,299.05,295.1885714,301,297.5,70.71,80.37714286,12.5,16.58,1.842857143,27.17142857,6.771428571,31.7,22.8,48.8,11,3.5,0.4740679,-29.60582792,7.857204614
sj,1993,47,25,11/26/93,0.1071,0.1818,0.2600571,0.2705857,91.81,298.5714286,298.6785714,295.2557143,301.1,296.8,118.1,82.15428571,91.81,16.66142857,1.871428571,26.88571429,6.6,31.7,22.2,46.4,11,4.3,0.8195428,-30.93996205,8.173858346
sj,1993,48,40,12/3/93,0.3572667,-0.0095,0.12734,0.08941429,6.09,298.6271429,298.7214286,294.9657143,300.5,297.2,25.7,80.46571429,6.09,16.40142857,2.014285714,26.78571429,8.342857143,33.3,21.1,5.5,12,3.3,0.56452099,-29.08687955,8.049022319
sj,1993,50,38,12/17/93,-0.2902,-0.06766667,0.1682857,0.08,14.82,298.5657143,298.5857143,294.16,300.8,296.2,28.6,76.85428571,14.82,15.57142857,2.457142857,26.22857143,7.857142857,31.1,21.1,7.7,12,4.6,-0.10958097,-28.98832549,8.226575598
sj,1993,51,30,12/24/93,-0.0237,-0.02115,0.1181143,0.07024286,42.62,298.2185714,298.3357143,294.2342857,301.2,296.1,33.6,78.82857143,42.62,15.65,2.557142857,26.04285714,6.828571429,31.7,21.7,37.6,12,5.1,0.14350716,-29.28684898,8.368734789
sj,1994,1,31,1/8/94,-0.1209,0.0193,0.09498571,0.1785143,12.6,298.1914286,298.2857143,293.5857143,300.1,296.3,19.5,75.74285714,12.6,14.95142857,2.057142857,25.5,6.742857143,29.4,21.1,41,1,3.8,0.17190001,-28.50827149,8.588189481
sj,1994,2,26,1/15/94,0.1435,0.0974,0.25425,0.21445,0,297.59,297.6928571,293.7214286,299.6,296,19.4,79.15,0,15.09714286,2.214285714,25.45714286,7.271428571,29.4,21.1,13.4,1,3.6,0.7096,-28.32839511,8.667652074
sj,1994,3,35,1/22/94,0.0741,0.1664333,0.151,0.1407143,0,297.9128571,297.9428571,293.37,299.7,296.2,16.4,75.98428571,0,14.77571429,2.114285714,25.08571429,7.428571429,30,20,26.6,1,3.5,0.5322476,-28.26620663,8.710227624
sj,1994,4,36,1/29/94,0.0912,-0.1162667,0.1635571,0.1985143,0,297.5714286,297.7071429,293.5314286,299.2,296.3,19.04,78.38142857,0,14.93857143,2.328571429,25.32857143,7.042857143,29.4,20.6,9.7,1,2.9,0.3370047,-28.18675247,8.79400036
sj,1994,5,39,2/5/94,0.2588,0.2112,0.2200571,0.2156,0,297.5885714,297.7142857,293.23,299.8,295.8,21.8,76.82571429,0,14.63428571,2.2,25.78571429,7.1,30,20.6,3.6,2,4,0.9056571,-28.12619487,8.834338447
sj,1994,6,25,2/12/94,0.0882,0.117,0.0768,0.069175,0,297.5157143,297.5714286,292.8528571,299.2,295.9,11.5,75.31,0,14.28857143,1.742857143,25.25714286,7.528571429,29.4,21.1,9.1,2,3.3,0.351175,-27.97178116,8.974613368
sj,1994,7,31,2/19/94,0.3633,0.24185,0.2473857,0.2834143,0,297.7742857,297.9428571,292.5771429,299.4,295.5,7.2,72.88571429,0,14.02,2.285714286,25.7,7.157142857,30.6,21.1,9.7,2,3.9,1.13595,-27.93659715,9.105919832
sj,1994,10,25,3/12/94,0.1125,0.1038,0.08821429,0.1224143,7.15,297.2685714,297.4071429,293.8871429,299.5,295.5,18.7,81.51857143,7.15,15.25857143,2.442857143,25.88571429,7.057142857,31.1,21.7,15.8,3,4,0.42692859,-27.60407338,9.214244943
sj,1994,11,24,3/19/94,0.1468,-0.04815,0.1946833,0.14055,0,297.5014286,297.6714286,292.8642857,299.8,295.6,6.69,75.43571429,0,14.33428571,2.571428571,25.84285714,7.957142857,31.1,21.1,16.8,3,4.2,0.4338833,-27.58291975,9.350183102
sj,1994,12,18,3/26/94,0.0412,0.1005833,0.1528167,0.1368429,0,298.0142857,298.2142857,293.1757143,300.5,295.5,2.9,74.64714286,0,14.61714286,3.657142857,26.72857143,9.914285714,32.8,20.6,0,3,5,0.4314429,-27.48561891,9.384501225
sj,1994,13,23,4/2/94,0.0978,0.15975,0.1270429,0.1195286,46.62,298.2814286,298.4642857,293.5328571,300.1,296.8,6.66,75.08285714,46.62,14.94571429,2.471428571,26.7,8.342857143,33.3,21.1,1,4,3.3,0.5041215,-26.88306413,9.282402123
sj,1994,14,13,4/9/94,0.108,0.05093333,0.1369286,0.1190286,0,298.12,298.3142857,293.1514286,300,296.8,4.4,73.95142857,0,14.54714286,2.4,26.42857143,7.771428571,31.1,21.7,2.3,4,3.2,0.41489053,-27.36063962,9.583195617
sj,1994,15,18,4/16/94,0.16435,0.13325,0.1874286,0.1552429,0,297.5371429,297.6214286,293.7342857,299.6,296,37,79.51714286,0,15.14714286,2.1,25.97142857,6.714285714,30,21.1,16.7,4,3.6,0.6402715,-27.29166648,9.698322893
sj,1994,17,17,4/30/94,0.0805,0.0251,0.09804286,0.09371667,0,298.3242857,298.4928571,293.4557143,300.9,296.8,4.9,74.51571429,0,14.88142857,2.614285714,26.67142857,7.785714286,31.7,22.2,13.2,4,4.1,0.29735953,-27.12507207,9.872960174
sj,1994,18,22,5/7/94,0.0652,0.08175,0.1644143,0.1321429,68,298.9271429,299.0928571,295.2357143,301.1,297,14.1,80.35285714,68,16.62142857,2.671428571,27.75714286,7.7,33.3,22.8,10.5,5,4.1,0.4435072,-26.30072268,9.594990849
sj,1994,19,13,5/14/94,0.1111,0.0974,0.1165143,0.1063143,10.46,298.5571429,298.7,294.9242857,300.5,297.2,21.1,80.46285714,10.46,16.28,1.942857143,27.41428571,6.457142857,31.7,23.9,3.3,5,3.3,0.4313286,-26.96225983,10.00071496
sj,1994,20,24,5/21/94,0.0742,0.0177,0.1722429,0.1608286,16.5,298.4742857,298.55,295.3842857,300.6,297.3,28.9,83.13571429,16.5,16.76714286,1.814285714,27.71428571,8.1,33.3,22.8,29.3,5,3.3,0.4249715,-26.65673906,9.929959284
sj,1994,21,31,5/28/94,0.1178,0.10975,0.2084714,0.2084857,17.52,299.9414286,300.2285714,296.0642857,302.3,297.7,7.9,79.50285714,17.52,17.48714286,2.885714286,29.1,7.071428571,33.9,24.4,6.9,5,4.6,0.6445071,-26.72652724,10.14260458
sj,1994,22,34,6/4/94,0.1097,0.1407,0.2008429,0.1616143,6.59,299.5971429,299.7785714,295.3428571,301.7,297.8,16.7,77.66428571,6.59,16.71285714,2.357142857,28.57142857,7.314285714,33.3,23.3,1.6,6,3.9,0.6128572,-26.83767663,10.36610189
sj,1994,23,31,6/11/94,0.08005,0.06905,0.06161429,0.05854286,42.53,299.3271429,299.5357143,295.6428571,301.3,298,21.5,80.38285714,42.53,17.01571429,2.471428571,28.22857143,7.628571429,32.8,23.3,67.3,6,3.3,0.26925715,-26.09954868,10.0563406
sj,1994,25,38,6/25/94,-0.0323,0.04215,0.1387429,0.1391143,38.34,299.5,299.6357143,295.4628571,302.2,298,26.51,78.70428571,38.34,16.83714286,2.042857143,28.07142857,6.6,32.8,23.9,23.4,6,4.2,0.2877072,-26.21243385,10.30505363
sj,1994,26,49,7/2/94,0.1252667,0.11765,0.1234167,0.1551857,12.67,299.8614286,300.0071429,295.8528571,302.3,298,22.9,79.02714286,12.67,17.22857143,2.642857143,28.4,6.757142857,32.8,23.9,10.2,7,4.3,0.5215191,-26.47479448,10.62724911
sj,1994,27,42,7/9/94,0.12325,0.2155667,0.217,0.1133429,15.39,299.1257143,299.1785714,295.1542857,301.5,297.9,54.83,78.80571429,15.39,16.47857143,1.642857143,27.92857143,6.828571429,32.2,23.9,19.5,7,3.6,0.6691596,-26.41081498,10.6534732
sj,1994,28,49,7/16/94,0.1396,0.22405,0.1846714,0.1805857,9.77,299.4814286,299.65,295.1685714,301.5,297.9,18.52,77.30285714,9.77,16.50285714,2.128571429,28.17142857,6.014285714,32.2,23.9,28.7,7,3.6,0.7289071,-26.34143435,10.72620602
sj,1994,29,55,7/23/94,0.0424,0.1201667,0.1943429,0.1907429,43.28,299.9328571,300.1,295.5628571,301.7,297.8,9.9,77.10285714,43.28,16.88285714,2.342857143,28.25714286,6.528571429,32.8,23.9,9.8,7,3.9,0.5476525,-25.98695012,10.64042947
sj,1994,30,80,7/30/94,0.183,0.2658,0.1967286,0.1939,2.79,299.9771429,300.1285714,295.2371429,301.5,298.5,3.3,75.43571429,2.79,16.58,2.457142857,28.51428571,7.228571429,33.3,24.4,1,7,3,0.8394286,-26.21792323,11.05794492
sj,1994,32,72,8/13/94,0.04465,-0.0402,0.05686667,0.02865,30.03,299.5185714,299.6785714,295.4657143,301.5,297.9,12.5,78.58428571,30.03,16.83142857,2.357142857,28.38571429,7.785714286,33.3,23.9,3.6,8,3.6,0.08996667,-25.98551612,10.97336579
sj,1994,33,89,8/20/94,0.06666667,-0.0157,0.1766167,0.22135,17.77,300.01,300.1285714,295.4871429,302.2,298.3,16.6,76.43714286,17.77,16.86428571,2.514285714,28.51428571,6.771428571,33.3,24.4,20.4,8,3.9,0.44893337,-25.9617924,11.18726349
sj,1994,34,115,8/27/94,0.1564,0.130825,0.1920571,0.1767286,3.24,300.3642857,300.5357143,295.9314286,302.7,298.5,11.56,76.92,3.24,17.33857143,2.642857143,28.57142857,6.7,32.8,24.4,4.3,8,4.2,0.6560107,-25.88533144,11.38560299
sj,1994,35,179,9/3/94,0.02185,0.14525,0.2137857,0.2040857,59.91,300.3928571,300.5357143,296.2957143,302.7,298.7,20.24,78.48285714,59.91,17.70571429,2.528571429,29.42857143,6.885714286,33.9,25.6,11,9,4,0.5849714,-25.56186511,11.71332701
sj,1994,36,202,9/10/94,0.04585,0.076225,0.2916857,0.2479714,19.45,300.0742857,300.1785714,296.1314286,302.4,297.6,28.3,79.13857143,19.45,17.52142857,2.642857143,29.28571429,6.357142857,33.3,24.4,14.4,9,4.8,0.6617321,-25.56209908,11.77931262
sj,1995,52,154,1/1/95,0.2438,0.045,0.2152556,0.1947778,71.43,298.8385714,299.1071429,295.6742857,301.5,296.7,30.4,82.86714286,71.43,17.06714286,3.271428571,27.31428571,8.742857143,32.8,22.2,9.2,1,4.8,0.6988334,-6.10572663,34.21596627
sj,1995,1,91,1/8/95,0.223075,0.2193333,0.2886167,0.2587429,0,297.33,297.4,292.7342857,300.1,294.7,12.5,75.83857143,0,14.25,2.371428571,25.7,7.685714286,31.7,20,40.4,1,5.4,0.9897679,-5.591949701,34.50229576
sj,1995,3,56,1/22/95,-0.1193,-0.0359,0.2122571,0.2293714,37.99,296.5842857,296.7071429,292.83,299.1,295,32.88,79.55285714,37.99,14.28142857,1.785714286,24.75714286,7.114285714,28.9,20,29,1,4.1,0.2864285,-5.421664355,34.57267711
sj,1995,4,46,1/29/95,0.05175,0.1268,0.1772286,0.1340714,0,297.5928571,298.0142857,293.5328571,300.5,295,6.2,78.33,0,14.94714286,3.628571429,26.12857143,9.042857143,32.8,20.6,9.9,1,5.5,0.48985,-5.257587847,34.50761569
sj,1995,6,26,2/12/95,0.03233333,0.059325,0.1748857,0.1713857,0,297.8557143,298.0142857,293.0257143,300.5,295.2,3.6,74.65571429,0,14.46,3.8,26.08571429,9.614285714,32.8,20,0,2,5.3,0.43792973,-5.073120463,34.46015245
sj,1995,8,17,2/26/95,0.0935,0.06486667,0.1020143,0.1254143,0,297.5085714,297.5142857,293.1328571,299.4,295.9,29.08,76.63428571,0,14.53,1.971428571,25.92857143,7.285714286,31.7,21.7,29.5,2,3.5,0.38579527,-4.903628672,34.65858139
sj,1995,9,20,3/5/95,0.07355,0.06865,0.12292,0.10996,0,297.1757143,297.2571429,293.4442857,299.5,295.4,50.73,79.81714286,0,14.85285714,2.428571429,25.24285714,8.4,30.6,20,51.7,3,4.1,0.37508,-4.858719203,34.83746337
sj,1995,10,11,3/12/95,0.14535,0.079575,0.1823429,0.1864857,0,297.0814286,297.2785714,293.8114286,299.4,295.2,36.42,82.05285714,0,15.19142857,2.071428571,25.5,7.057142857,30,21.1,16.9,3,4.2,0.5937536,-4.744364133,34.62852852
sj,1995,11,7,3/19/95,0.0739,0.1150667,0.1452,0.1547429,19.43,297.11,297.0857143,292.8214286,299.6,294.6,18.6,77.02,19.43,14.30428571,2.057142857,25.25714286,6.757142857,31.7,21.1,16.5,3,5,0.4889096,-4.599378458,34.69162194
sj,1995,12,16,3/26/95,0.031,0.23165,0.2074333,0.2497143,0,296.48,296.7071429,290.6314286,300.4,294,6.7,69.86142857,0,12.48142857,3.3,24.62857143,8.414285714,31.7,18.9,2.3,3,6.4,0.7197976,-4.587465548,34.40054221
sj,1995,13,14,4/2/95,0.19862,0.259575,0.24515,0.3054571,0,296.8871429,297.0428571,290.3785714,300,293.5,4.6,67.36428571,0,12.33142857,4,25.24285714,7.757142857,30,20,4.1,4,6.5,1.0088021,-4.506307319,34.41031253
sj,1995,16,2,4/23/95,0.1017,0.1127,0.2601571,0.2366143,6.44,297.83,298.0071429,293.5542857,300.2,296,19.6,77.32142857,6.44,15.01,2.614285714,26.65714286,7.3,32.8,21.1,72,4,4.2,0.7111714,-4.208715349,34.87958167
